order_id,sample_id,site,date_collected,test,parameter,result,units,rep_limit,analysis_employee,param_analysis_date,instrument,method,matrix
2019032602,2019032602-01,303 LA CB 1m,2019-03-26T02:46:38Z,TDN,TDN,1066,µg/L,31,shavens,2019-03-27T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2020010704,2020010704-01,303 LA CB 1m,2020-01-06T18:00:00Z,TDN,TDN,1030,µg/L,4.4,shavens,2020-01-07T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2020031706,2020031706-01,303 LA CB 1m,2020-03-17T10:03:54Z,TDN,TDN,1072,µg/L,4.4,shavens,2020-03-18T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2019011507,2019011507-01,303 LA CB 1m,2019-01-15T08:11:18Z,TDP,TDP,4.06,µg/L,0.5,sstrapazzon,2019-01-16T18:00:00Z,Shimadzu 1601 scanning spectrophotometer,ELA-TDP,Lake Water
2019032602,2019032602-01,303 LA CB 1m,2019-03-26T02:46:38Z,TDP,TDP,26.37,µg/L,0.5,sstrapazzon,2019-03-27T18:00:00Z,Shimadzu 1601 scanning spectrophotometer,ELA-TDP,Lake Water
2020010704,2020010704-01,303 LA CB 1m,2020-01-06T18:00:00Z,TDP,TDP,6.696,µg/L,0.5,esmith,2020-01-07T18:00:00Z,Shimadzu 1601 scanning spectrophotometer,ELA-TDP,Lake Water
2020031706,2020031706-01,303 LA CB 1m,2020-03-17T10:03:54Z,TDP,TDP,14.7,µg/L,0.5,swarrack,2020-03-17T18:00:00Z,Shimadzu 1800 scanning spectrophotometer,ELA-TDP,Lake Water
2017051603,2017051603-01,303 LA CB Epi,2017-05-16T02:42:21Z,Chla,Chla,1.38,µg/L,NA,hpolaczek,2017-08-09T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2017061303,2017061303-01,303 LA CB Epi,2017-06-13T04:21:44Z,Chla,Chla,2.41,µg/L,NA,hpolaczek,2017-10-11T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2017071103,2017071103-01,303 LA CB Epi,2017-07-11T03:10:33Z,Chla,Chla,2.14,µg/L,NA,bgirouard,2017-09-20T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2017081504,2017081504-01,303 LA CB Epi,2017-08-15T03:02:17Z,Chla,Chla,3.01,µg/L,NA,hpolaczek,2017-10-31T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2017091203,2017091203-01,303 LA CB Epi,2017-09-12T02:39:59Z,Chla,Chla,3.89,µg/L,NA,hpolaczek,2017-11-06T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2017101103,2017101103-01,303 LA CB Epi,2017-10-11T02:50:50Z,Chla,Chla,3.76,µg/L,NA,NA,NA,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2018052907,2018052907-01,303 LA CB Epi,2018-05-29T06:08:14Z,Chla,Chla,2.48,µg/L,0.5,bcooney,2018-06-21T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2018061804,2018061804-01,303 LA CB Epi,2018-06-18T02:15:57Z,Chla,Chla,2.11,µg/L,0.5,bcooney,2018-07-05T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2018071603,2018071603-01,303 LA CB Epi,2018-07-16T02:12:11Z,Chla,Chla,4.75,µg/L,0.5,bcooney,2018-07-25T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2018082005,2018082005-01,303 LA CB Epi,2018-08-20T02:28:36Z,Chla,Chla,14.11,µg/L,0.5,bcooney,2018-08-23T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2018091802,2018091802-01,303 LA CB Epi,2018-09-18T02:09:06Z,Chla,Chla,17.4,µg/L,0.5,dlangenfeld,2018-10-23T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2018091802,2018091802-02,303 LA CB Epi,2018-09-18T02:09:06Z,Chla,Chla,14.4,µg/L,0.5,dlangenfeld,2018-10-23T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2018101503,2018101503-01,303 LA CB Epi,2018-10-15T03:06:50Z,Chla,Chla,9.25,µg/L,0.5,sstrapazzon,2018-10-31T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2019051404,2019051404-01,303 LA CB Epi,2019-05-14T07:15:26Z,Chla,Chla,2.43,µg/L,0.5,NA,NA,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2019061003,2019061003-01,303 LA CB Epi,2019-06-10T02:17:09Z,Chla,Chla,9.54,µg/L,0.5,mbouch,2019-07-22T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2019070803,2019070803-01,303 LA CB Epi,2019-07-08T02:38:20Z,Chla,Chla,4.03,µg/L,0.5,mbouch,2019-07-29T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2019081304,2019081304-01,303 LA CB Epi,2019-08-13T02:21:49Z,Chla,Chla,8.21,µg/L,0.5,mbouch,2019-08-26T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2019090903,2019090903-01,303 LA CB Epi,2019-09-09T02:40:05Z,Chla,Chla,50.49,µg/L,0.5,mbouch,2019-09-25T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2019100703,2019100703-01,303 LA CB Epi,2019-10-07T02:13:41Z,Chla,Chla,29.72,µg/L,0.5,mbouch,2019-10-28T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2019102102,2019102102-01,303 LA CB Epi,2019-10-21T02:16:24Z,Chla,Chla,7.51,µg/L,0.5,mbouch,2019-10-28T18:00:00Z,Turner Designs Trilogy Fluorometer,ELA-Chla,Lake Water
2017051603,2017051603-01,303 LA CB Epi,2017-05-16T02:42:21Z,DIC,DIC,85,µM,NA,hpolaczek,2017-05-15T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2017061303,2017061303-01,303 LA CB Epi,2017-06-13T04:21:44Z,DIC,DIC,69,µM,NA,hpolaczek,2017-06-13T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2017071103,2017071103-01,303 LA CB Epi,2017-07-11T03:10:33Z,DIC,DIC,71,µM,NA,hpolaczek,2017-07-10T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2017081504,2017081504-01,303 LA CB Epi,2017-08-15T03:02:17Z,DIC,DIC,92,µM,NA,rnykvist,2017-08-14T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2017091203,2017091203-01,303 LA CB Epi,2017-09-12T02:39:59Z,DIC,DIC,76,µM,NA,bgirouard,2017-09-11T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2017101103,2017101103-01,303 LA CB Epi,2017-10-11T02:50:50Z,DIC,DIC,80,µM,NA,bgirouard,2017-10-10T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2019051404,2019051404-01,303 LA CB Epi,2019-05-14T07:15:26Z,DIC,DIC,133,µM,NA,bcooney,2019-05-13T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2019061003,2019061003-01,303 LA CB Epi,2019-06-10T02:17:09Z,DIC,DIC,81,µM,NA,bcooney,2019-06-09T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2019070803,2019070803-01,303 LA CB Epi,2019-07-08T02:38:20Z,DIC,DIC,119,µM,NA,bcooney,2019-07-07T18:00:00Z,LI-820 LiCor gas analyzer,ELA-DIC,Lake Water
2019081304,2019081304-01,303 LA CB Epi,2019-08-13T02:21:49Z,DIC,DIC,95,µM,NA,bcooney,2019-08-12T18:00:00Z,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,Lake Water
2019090903,2019090903-01,303 LA CB Epi,2019-09-09T02:40:05Z,DIC,DIC,11,µM,NA,bcooney,2019-09-08T18:00:00Z,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,Lake Water
2019100703,2019100703-01,303 LA CB Epi,2019-10-07T02:13:41Z,DIC,DIC,122,µM,NA,shavens,2019-10-06T18:00:00Z,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,Lake Water
2019102102,2019102102-01,303 LA CB Epi,2019-10-21T02:16:24Z,DIC,DIC,111,µM,NA,bcooney,2019-10-20T18:00:00Z,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,Lake Water
2017051603,2017051603-01,303 LA CB Epi,2017-05-16T02:42:21Z,DOC,DOC,552,µM,13,sstrapazzon,2018-11-12T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2017061303,2017061303-01,303 LA CB Epi,2017-06-13T04:21:44Z,DOC,DOC,533,µM,13,sstrapazzon,2018-11-13T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2017071103,2017071103-01,303 LA CB Epi,2017-07-11T03:10:33Z,DOC,DOC,582,µM,13,sstrapazzon,2018-11-10T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2017081504,2017081504-01,303 LA CB Epi,2017-08-15T03:02:17Z,DOC,DOC,577,µM,13,sstrapazzon,2018-11-18T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2017091203,2017091203-01,303 LA CB Epi,2017-09-12T02:39:59Z,DOC,DOC,622,µM,13,sstrapazzon,2018-11-05T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2017101103,2017101103-01,303 LA CB Epi,2017-10-11T02:50:50Z,DOC,DOC,682,µM,13,sstrapazzon,2018-11-06T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2018052907,2018052907-01,303 LA CB Epi,2018-05-29T06:08:14Z,DOC,DOC,617,µM,13,sstrapazzon,2018-11-27T17:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2018061804,2018061804-01,303 LA CB Epi,2018-06-18T02:15:57Z,DOC,DOC,656,µM,13,sstrapazzon,2018-12-03T17:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2018071603,2018071603-01,303 LA CB Epi,2018-07-16T02:12:11Z,DOC,DOC,625,µM,13,sstrapazzon,2018-12-10T17:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2018082005,2018082005-01,303 LA CB Epi,2018-08-20T02:28:36Z,DOC,DOC,668,µM,13,sstrapazzon,2018-12-16T17:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2018091802,2018091802-01,303 LA CB Epi,2018-09-18T02:09:06Z,DOC,DOC,783,µM,13,sstrapazzon,2018-12-19T17:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2018091802,2018091802-02,303 LA CB Epi,2018-09-18T02:09:06Z,DOC,DOC,714,µM,13,sstrapazzon,2018-12-19T17:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2018101503,2018101503-01,303 LA CB Epi,2018-10-15T03:06:50Z,DOC,DOC,770,µM,13,sstrapazzon,2018-12-18T17:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2019051404,2019051404-01,303 LA CB Epi,2019-05-14T07:15:26Z,DOC,DOC,541,µM,13,mbouch,2019-11-25T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2019061003,2019061003-01,303 LA CB Epi,2019-06-10T02:17:09Z,DOC,DOC,566,µM,13,mbouch,2019-11-26T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2019070803,2019070803-01,303 LA CB Epi,2019-07-08T02:38:20Z,DOC,DOC,616,µM,13,mbouch,2019-12-02T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2019081304,2019081304-01,303 LA CB Epi,2019-08-13T02:21:49Z,DOC,DOC,752,µM,13,mbouch,2019-12-11T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2019090903,2019090903-01,303 LA CB Epi,2019-09-09T02:40:05Z,DOC,DOC,1013,µM,13,dlangenfeld,2020-02-23T18:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2019100703,2019100703-01,303 LA CB Epi,2019-10-07T02:13:41Z,DOC,DOC,863,µM,13,dlangenfeld,2020-03-02T06:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2019102102,2019102102-01,303 LA CB Epi,2019-10-21T02:16:24Z,DOC,DOC,830,µM,13,dlangenfeld,2020-03-02T06:00:00Z,Shimadzu TOC-VCPH/CPN,FWI-DOC,Lake Water
2017051603,2017051603-01,303 LA CB Epi,2017-05-16T02:42:21Z,NH3,NH3-N,9,µg/L,4.4,jdearnley,2017-05-15T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2017061303,2017061303-01,303 LA CB Epi,2017-06-13T04:21:44Z,NH3,NH3-N,4,µg/L,4.4,jdearnley,2017-06-13T10:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2017071103,2017071103-01,303 LA CB Epi,2017-07-11T03:10:33Z,NH3,NH3-N,1,µg/L,4.4,NA,2017-07-11T13:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2017081504,2017081504-01,303 LA CB Epi,2017-08-15T03:02:17Z,NH3,NH3-N,2,µg/L,4.4,NA,2017-08-16T03:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2017091203,2017091203-01,303 LA CB Epi,2017-09-12T02:39:59Z,NH3,NH3-N,4,µg/L,4.4,NA,2017-09-12T10:30:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2017101103,2017101103-01,303 LA CB Epi,2017-10-11T02:50:50Z,NH3,NH3-N,2,µg/L,4.4,NA,2017-10-12T03:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2018052907,2018052907-01,303 LA CB Epi,2018-05-29T06:08:14Z,NH3,NH3-N,10,µg/L,4.4,shavens,2018-05-29T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2018061804,2018061804-01,303 LA CB Epi,2018-06-18T02:15:57Z,NH3,NH3-N,8,µg/L,4.4,rnykvist,2018-06-18T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2018071603,2018071603-01,303 LA CB Epi,2018-07-16T02:12:11Z,NH3,NH3-N,8,µg/L,4.4,rnykvist,2018-07-16T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2018082005,2018082005-01,303 LA CB Epi,2018-08-20T02:28:36Z,NH3,NH3-N,73,µg/L,4.4,rnykvist,2018-08-20T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2018091802,2018091802-01,303 LA CB Epi,2018-09-18T02:09:06Z,NH3,NH3-N,166,µg/L,4.4,marmstrong,2018-09-18T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2018091802,2018091802-02,303 LA CB Epi,2018-09-18T02:09:06Z,NH3,NH3-N,160,µg/L,4.4,marmstrong,2018-09-18T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2018101503,2018101503-01,303 LA CB Epi,2018-10-15T03:06:50Z,NH3,NH3-N,218,µg/L,4.4,marmstrong,2018-10-14T18:00:00Z,Autoanalyzer II,ELA-TDN/NH3,Lake Water
2019051404,2019051404-01,303 LA CB Epi,2019-05-14T07:15:26Z,NH3,NH3-N,327.69,µg/L,4.4,mbouch,2019-05-14T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2019061003,2019061003-01,303 LA CB Epi,2019-06-10T02:17:09Z,NH3,NH3-N,133.27,µg/L,4.4,shavens,2019-06-10T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2019070803,2019070803-01,303 LA CB Epi,2019-07-08T02:38:20Z,NH3,NH3-N,16.1,µg/L,4.4,mbouch,2019-07-08T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2019081304,2019081304-01,303 LA CB Epi,2019-08-13T02:21:49Z,NH3,NH3-N,36.6,µg/L,4.4,mbouch,2019-08-12T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2019090903,2019090903-01,303 LA CB Epi,2019-09-09T02:40:05Z,NH3,NH3-N,16.2,µg/L,4.4,mbouch,2019-09-10T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2019100703,2019100703-01,303 LA CB Epi,2019-10-07T02:13:41Z,NH3,NH3-N,171.5,µg/L,4.4,shavens,2019-10-08T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2019102102,2019102102-01,303 LA CB Epi,2019-10-21T02:16:24Z,NH3,NH3-N,307.4,µg/L,4.4,mbouch,2019-10-22T18:00:00Z,AutoAnalyzer 3,ELA-TDN/NH3,Lake Water
2017051603,2017051603-01,303 LA CB Epi,2017-05-16T02:42:21Z,NO2,NO2-N,0,µg/L,0.46,jdearnley,2017-05-16T09:00:00Z,Autoanalyzer II,ELA-NO2/NO3,Lake Water
2017061303,2017061303-01,303 LA CB Epi,2017-06-13T04:21:44Z,NO2,NO2-N,0,µg/L,0.46,jdearnley,2017-06-15T03:00:00Z,Autoanalyzer II,ELA-NO2/NO3,Lake Water
2017071103,2017071103-01,303 LA CB Epi,2017-07-11T03:10:33Z,NO2,NO2-N,0,µg/L,0.46,NA,2017-07-11T08:00:00Z,Autoanalyzer II,ELA-NO2/NO3,Lake Water
2017081504,2017081504-01,303 LA CB Epi,2017-08-15T03:02:17Z,NO2,NO2-N,0,µg/L,0.46,NA,2017-08-15T08:00:00Z,Autoanalyzer II,ELA-NO2/NO3,Lake Water
2017091203,2017091203-01,303 LA CB Epi,2017-09-12T02:39:59Z,NO2,NO2-N,0,µg/L,0.46,NA,2017-09-13T07:00:00Z,Autoanalyzer II,ELA-NO2/NO3,Lake Water
